text,clean_text,intent,source
"Waalaikumsalam, Oke nanti saya ke sana",waalaikumsalam oke nanti saya ke sana,setuju,real
Oke boleh kak lnjutkan,oke boleh kak lnjutkan,setuju,real
Iya kak lanjutkan 🙏🏻,iya kak lanjutkan,setuju,real
Oke kak info jak,oke kak info jak,setuju,real
"oke bang, intinya dak ke tekan"" sendiri",oke bang intinya dak ke tekan sendiri,setuju,real
oke ka tar ya balik ngampus,oke ka tar ya balik ngampus,setuju,real
Okeee kak,okeee kak,setuju,real
Okee kak,okee kak,setuju,real
Okee bangg,okee bangg,setuju,real
Okee bg,okee bg,setuju,real
oke kk bsk yaa,oke kk bsk yaa,setuju,real
"oke bang, agak sore nanti ya bang soalnya lagi kegiatan di luar",oke bang agak sore nanti ya bang soalnya lagi kegiatan di luar,setuju,real
boleh bang,boleh bang,setuju,real
oke bang,oke bang,setuju,real
"oke bang, nanti sore saya kesana",oke bang nanti sore saya kesana,setuju,real
Kalo boleh tau bang kalo semisalnya bongkar biayanya berapa ya bng? Apakah nambah,kalo boleh tau bang kalo semisalnya bongkar biayanya berapa ya bng apakah nambah,setuju,real
Boleh bang,boleh bang,setuju,real
"Boleh kah saya ketempat Abg lagi mastikanya, soalnya ndk bisa hidup ni laptopnya",boleh kah saya ketempat abg lagi mastikanya soalnya ndk bisa hidup ni laptopnya,setuju,real
Kalo boleh tau apa masalah dalam labtob tu ya  bang? Lupa saya bng,kalo boleh tau apa masalah dalam labtob tu ya bang lupa saya bng,setuju,real
"Oke, besok pagi saya ambil",oke besok pagi saya ambil,setuju,real
Data aman kah min,data aman kah min,setuju,real
"Oke, Thankyou",oke thankyou,setuju,real
Oo gtu ya oke la bg..upgrade lagi aja la bg ke wd 11,oo gtu ya oke la bgupgrade lagi aja la bg ke wd,setuju,real
Oke la bg,oke la bg,setuju,real
Bg boleh liatkn di document nd bg?,bg boleh liatkn di document nd bg,setuju,real
Ha boleh nd kirim ke saye atau simpan ke data d bg ye,ha boleh nd kirim ke saye atau simpan ke data d bg ye,setuju,real
Okee makasii bg,okee makasii bg,setuju,real
Waalaikumussalam oke bang,waalaikumussalam oke bang,setuju,real
Okee bg,okee bg,setuju,real
Okelah bg,okelah bg,setuju,real
Okey bang,okey bang,setuju,real
Okey bang,okey bang,setuju,real
Okey bg,okey bg,setuju,real
Boleh krim norek nya nda,boleh krim norek nya nda,setuju,real
berarti harus di ganti keyboard ny dlu baru bisa di instal ulang kak,berarti harus di ganti keyboard ny dlu baru bisa di instal ulang kak,setuju,real
Oke sip bg terimakasih infonya,oke sip bg terimakasih infonya,setuju,real
aman kan bang?,aman kan bang,setuju,real
okeey,okeey,setuju,real
okeyy bang,okeyy bang,setuju,real
"maaf bang br lihat, kalo ganti hard disk aja gimana bang",maaf bang br lihat kalo ganti hard disk aja gimana bang,setuju,real
oke sep bang,oke sep bang,setuju,real
Ok lh bang.yg pnting aman,ok lh bangyg pnting aman,setuju,real
Udah aman semua yg lain tu bng,udah aman semua yg lain tu bng,setuju,real
"bang, kalau ganti batrai brp-an ya?",bang kalau ganti batrai brpan ya,setuju,real
Oke bang,oke bang,setuju,real
okee bang,okee bang,setuju,real
oke bang,oke bang,setuju,real
Oke bg,oke bg,setuju,real
Okei bg,okei bg,setuju,real
okeyy,okeyy,setuju,real
Oke bang,oke bang,setuju,real
Boleh bang,boleh bang,setuju,real
Oke bang,oke bang,setuju,real
Boleh video in endk bang,boleh video in endk bang,setuju,real
Oke bang besok saya ambil,oke bang besok saya ambil,setuju,real
Oke bang,oke bang,setuju,real
Oke bang,oke bang,setuju,real
okeyy baik kak,okeyy baik kak,setuju,real
iya kak lanjut,iya kak lanjut,setuju,real
kak boleh minta tolong copotkan ssd penyimpanan nggak? saya mau ambil laptop nya sekarang,kak boleh minta tolong copotkan ssd penyimpanan nggak saya mau ambil laptop nya sekarang,setuju,real
okey makasih kak,okey makasih kak,setuju,real
Ohh okee bang?,ohh okee bang,setuju,real
Okee bang,okee bang,setuju,real
"Okee kak, kabarin aja nnti ya bg",okee kak kabarin aja nnti ya bg,setuju,real
Ohh okee bang,ohh okee bang,setuju,real
Ohh oke bang,ohh oke bang,setuju,real
okey bg bntr lagi otw,okey bg bntr lagi otw,setuju,real
"Owalah, gitu berarti harus ganti baterai ya kak ?",owalah gitu berarti harus ganti baterai ya kak,setuju,real
Oke kak kalo gitu brarti masi bisa di pakai normal walau tanpa baterai ya yg penting sambil di charger👌,oke kak kalo gitu brarti masi bisa di pakai normal walau tanpa baterai ya yg penting sambil di charger,setuju,real
"Oke kak nanti saya kabarin lagi masi mau nyari-nyari laptop secund soalnya, sama mau nabung dulu 🙏",oke kak nanti saya kabarin lagi masi mau nyarinyari laptop secund soalnya sama mau nabung dulu,setuju,real
Siiip oke makasi kak,siiip oke makasi kak,setuju,real
oke bang,oke bang,setuju,real
bang kalau ganti touchpad tu brp?,bang kalau ganti touchpad tu brp,setuju,real
oke bang,oke bang,setuju,real
"oke bang, tutup jam brapa",oke bang tutup jam brapa,setuju,real
okee,okee,setuju,real
Oke siap bang sore atau Maghrib saye ke sana,oke siap bang sore atau maghrib saye ke sana,setuju,real
Okey bang bentar lagi di ambil,okey bang bentar lagi di ambil,setuju,real
Oke kk,oke kk,setuju,real
Jadi aman kah kak?,jadi aman kah kak,setuju,real
oke bang,oke bang,setuju,real
Oke bang nnti sore saya ambil,oke bang nnti sore saya ambil,setuju,real
Oke... Ditunggu info lanjutan. Setelah cek ulang. TRIms 🙏,oke ditunggu info lanjutan setelah cek ulang trims,setuju,real
"Selamat pagii .. update kondisi laptop Lenovo yg saya titip kemarin.? Apakah bisa diperbaiki atau ada part yg hrs ganti?

TRIms 🙏",selamat pagii update kondisi laptop lenovo yg saya titip kemarin apakah bisa diperbaiki atau ada part yg hrs ganti trims,setuju,real
Utk LCD touchscreen mungkin tak apalah tak bisa diperbaiki atau diganti LCD nya,utk lcd touchscreen mungkin tak apalah tak bisa diperbaiki atau diganti lcd nya,setuju,real
Ok.info lanjutan ditunggu. Trims,okinfo lanjutan ditunggu trims,setuju,real
oke bang,oke bang,setuju,real
oke bang,oke bang,setuju,real
oke bang beso ya saya ambilnya,oke bang beso ya saya ambilnya,setuju,real
lcd aman ke bang,lcd aman ke bang,setuju,real
okee lanjutkan service nya bang kalau udah selesai konfirmasi yaa,okee lanjutkan service nya bang kalau udah selesai konfirmasi yaa,setuju,real
"siang.
okei nanti saya ambil",siang okei nanti saya ambil,setuju,real
file aman ndaa bang?,file aman ndaa bang,setuju,real
okelaa bang,okelaa bang,setuju,real
Okeyy bg besok jak ya saya ambil,okeyy bg besok jak ya saya ambil,setuju,real
okeee,okeee,setuju,real
Oke,oke,setuju,real
Ganti mesin atau gimana bg?,ganti mesin atau gimana bg,setuju,real
"Oke bg, ntr saya nanya ortu dulu ya bg",oke bg ntr saya nanya ortu dulu ya bg,setuju,real
Oke ntr saya tanya ortu dulu ya bg,oke ntr saya tanya ortu dulu ya bg,setuju,real
Bg ada garansinya nda ya kalau udah ganti frame,bg ada garansinya nda ya kalau udah ganti frame,setuju,real
Boleh bg,boleh bg,setuju,real
Oke bang,oke bang,setuju,real
oke,oke,setuju,real
Boleh,boleh,setuju,real
Okey bg,okey bg,setuju,real
"Oke"". Toko tutup jam berape ?",oke toko tutup jam berape,setuju,real
Oke bg. Bentar lagi saya kesana,oke bg bentar lagi saya kesana,setuju,real
oke besok saye kesana bang,oke besok saye kesana bang,setuju,real
okee bang,okee bang,setuju,real
Boleh Bg,boleh bg,setuju,real
Oh boleh lh Bg,oh boleh lh bg,setuju,real
Boleh bg ndk ape,boleh bg ndk ape,setuju,real
Okee,okee,setuju,real
Oke bg,oke bg,setuju,real
Oke bg sudah bsa,oke bg sudah bsa,setuju,real
okee kk entar saya ambil,okee kk entar saya ambil,setuju,real
OOO iyalah boleh di instal ulang aja,ooo iyalah boleh di instal ulang aja,setuju,real
Oke bang,oke bang,setuju,real
Okeei,okeei,setuju,real
Kalo SSD berapa ya bang? Dan misal diganti SSD nya apakah ga lemot lagi?,kalo ssd berapa ya bang dan misal diganti ssd nya apakah ga lemot lagi,setuju,real
Laptop waktu itu bang yg downgrade ke windows 8 sama ganti keyboard,laptop waktu itu bang yg downgrade ke windows sama ganti keyboard,setuju,real
Oh oke boleh bg,oh oke boleh bg,setuju,real
Okee aman,okee aman,setuju,real
Bisa d kerjakan mlm ini lngsung kalo ad teknisinya ?,bisa d kerjakan mlm ini lngsung kalo ad teknisinya,setuju,real
"Yg abg blg kmren kalau lptop sy bnyak karatanny, gmn tu bng ?
Aman k kalo udh ganti mesinnya?",yg abg blg kmren kalau lptop sy bnyak karatanny gmn tu bng aman k kalo udh ganti mesinnya,setuju,real
"Okedeh
Besok sy antar lptopny bng",okedeh besok sy antar lptopny bng,setuju,real
oala oke kak besok saya antar laptop ya,oala oke kak besok saya antar laptop ya,setuju,real
Okee min,okee min,setuju,real
okee bang,okee bang,setuju,real
"oke bang, nda ad masalah lain kan?",oke bang nda ad masalah lain kan,setuju,real
"Wa'alaikumussalam, oke bang",waalaikumussalam oke bang,setuju,real
Oke bg saya lagi ga bisa ambil simpan kan dulu gapapa?,oke bg saya lagi ga bisa ambil simpan kan dulu gapapa,setuju,real
Oke bg terima kasih ya,oke bg terima kasih ya,setuju,real
Oke bg,oke bg,setuju,real
"oke bg, bentar ya",oke bg bentar ya,setuju,real
"waalaikumsalam, okee bang nanti saya ambil yaa",waalaikumsalam okee bang nanti saya ambil yaa,setuju,real
Boleh bang,boleh bang,setuju,real
Boleh bang,boleh bang,setuju,real
"Iya bang, asal datanya masih aman",iya bang asal datanya masih aman,setuju,real
"Misalnya LCD diperbaiki/ganti, biayanya berapa Bang",misalnya lcd diperbaikiganti biayanya berapa bang,setuju,real
Bang saya ganti touchpad dg beli casannya saja .. Bearti totalnya semuanya 450.000  sama perbaikannya? Atau berapa Bang?,bang saya ganti touchpad dg beli casannya saja bearti totalnya semuanya sama perbaikannya atau berapa bang,setuju,real
Owh ok.. Ganti itu saja Bang,owh ok ganti itu saja bang,setuju,real
"Klo ganti gimana bg, bayar lg atau gimana",klo ganti gimana bg bayar lg atau gimana,setuju,real
Boleh bg.,boleh bg,setuju,real
Ok bg. Boleh,ok bg boleh,setuju,real
Boleh bg. Nanti klo sudah selesai infokn saja,boleh bg nanti klo sudah selesai infokn saja,setuju,real
"Boleh tu bang, kena berapa kira kira?",boleh tu bang kena berapa kira kira,setuju,real
Ok boleh bang,ok boleh bang,setuju,real
Yang kipas aman bg,yang kipas aman bg,setuju,real
layarnya aman kn bang,layarnya aman kn bang,setuju,real
okey bang,okey bang,setuju,real
"oke bang, buka sampe jam berapa bg",oke bang buka sampe jam berapa bg,setuju,real
okey bang makasih banyak🙏🏻,okey bang makasih banyak,setuju,real
okey makasih banyak bang🙏🏻🧎‍♀️,okey makasih banyak bang,setuju,real
okey habis magrib sya ke kesana ya🙏🏻,okey habis magrib sya ke kesana ya,setuju,real
sya ada deadline tugas besok😞,sya ada deadline tugas besok,setuju,real
ha bolehkah seperti itu,ha bolehkah seperti itu,setuju,real
okey habis magrib sya kesana ya makasih banyak bg🙏🏻,okey habis magrib sya kesana ya makasih banyak bg,setuju,real
okelah bang makasih banyak🙏🏻,okelah bang makasih banyak,setuju,real
sudah aman kh itu bang,sudah aman kh itu bang,setuju,real
okey nanti saya kesana,okey nanti saya kesana,setuju,real
okey jam 7an sya kesana,okey jam an sya kesana,setuju,real
Oke bang,oke bang,setuju,real
Okee bang,okee bang,setuju,real
"Oke siap bang, makasih bang",oke siap bang makasih bang,setuju,real
"Okee bang, aman, makasih bang",okee bang aman makasih bang,setuju,real
"Lupa nanya kmrn, klu ganti speaker laptop yg kmrn brp.",lupa nanya kmrn klu ganti speaker laptop yg kmrn brp,setuju,real
"Owh iya bang boleh
Mau nnyk bang apa ad garansi nya?",owh iya bang boleh mau nnyk bang apa ad garansi nya,setuju,real
Okeee,okeee,setuju,real
"Owh oke bang 
Kemungkinan bsk saya ambil lep top nya",owh oke bang kemungkinan bsk saya ambil lep top nya,setuju,real
Klo ssd yg bermasalah itu mau di ganti ap gmn bg,klo ssd yg bermasalah itu mau di ganti ap gmn bg,setuju,real
Oke bg nanti laptop ny saya ambil ke toko,oke bg nanti laptop ny saya ambil ke toko,setuju,real
"Oke bang, nanti saya ambil ya",oke bang nanti saya ambil ya,setuju,real
Oke,oke,setuju,real
"Bang, saya mau upgrade Wi-Fi card laptop ASUS TUF FX505DD ke Intel Wi-Fi 6 AX200
Mau ganti Qualcomm Atheros QCA9377 ke Intel AX200 NGW M.2 2230.",bang saya mau upgrade wifi card laptop asus tuf fxdd ke intel wifi ax mau ganti qualcomm atheros qca ke intel ax ngw m,setuju,real
sama bersihin kipas dn ganti thermal paste,sama bersihin kipas dn ganti thermal paste,setuju,real
oke bang,oke bang,setuju,real
ganti thermal paste dn bersihin kipas brp bg,ganti thermal paste dn bersihin kipas brp bg,setuju,real
oke bg,oke bg,setuju,real
Pengecas nya aman kah bg?,pengecas nya aman kah bg,setuju,real
"Boleh bg, ganti aja bg",boleh bg ganti aja bg,setuju,real
Oke bg,oke bg,setuju,real
"Wa'alaikum salam wr.wb
Okee bg. Saya infokan kalau mau ambil bg",waalaikum salam wrwb okee bg saya infokan kalau mau ambil bg,setuju,real
"Okee, aman ya bg. Batrai aja berarti",okee aman ya bg batrai aja berarti,setuju,real
ohh oke bang untuk harga berapa ya bang,ohh oke bang untuk harga berapa ya bang,setuju,real
Oke,oke,setuju,real
Besok Jak bah boleh dk saye ambilnya,besok jak bah boleh dk saye ambilnya,setuju,real
"Oke bang, terima kasih",oke bang terima kasih,setuju,real
"Malam bang, apakah laptopnya sudah selesai dikerjakan dan dapat diambil?",malam bang apakah laptopnya sudah selesai dikerjakan dan dapat diambil,setuju,real
"Malam bang, tadi lupa nanya.. untuk selanjutnya agar baterainya tahan lama dan nda rusak lagi gimana ya pemeliharannya?",malam bang tadi lupa nanya untuk selanjutnya agar baterainya tahan lama dan nda rusak lagi gimana ya pemeliharannya,setuju,real
"Ohh oke bang, terima kasih!",ohh oke bang terima kasih,setuju,real
"Iya bang, untuk sekarang emang baterai nya aman, keyboard nya ja ni, kemarin pun nda ada cek2 lain kan ya selain baterai",iya bang untuk sekarang emang baterai nya aman keyboard nya ja ni kemarin pun nda ada cek lain kan ya selain baterai,setuju,real
"Oke bang, siang ini saya bawa ke toko",oke bang siang ini saya bawa ke toko,setuju,real
Semoge jak aman terus setelah ini,semoge jak aman terus setelah ini,setuju,real
Kok bse ganti ganti agi bng,kok bse ganti ganti agi bng,setuju,real
"oke bang, nanti saya ambil sore",oke bang nanti saya ambil sore,setuju,real
Okee,okee,setuju,real
oke,oke,setuju,real
Oke bang,oke bang,setuju,real
okee bang,okee bang,setuju,real
okee bang,okee bang,setuju,real
"Okee bang, bentar lg ambil",okee bang bentar lg ambil,setuju,real
"Oke bg terimakasih
Nnti saya ambl laptop nya",oke bg terimakasih nnti saya ambl laptop nya,setuju,real
okey bang,okey bang,setuju,real
"assalamualaikum kak, laptop saya lenovo ada-v14, 5 hari lalu ketumpahan air disekitar keyboard esc, 1, 2 3 sampai tombol power. hari ini muncul garis garis di bawah, kira kira ini ganti lcd berapa ya kak?",assalamualaikum kak laptop saya lenovo adav hari lalu ketumpahan air disekitar keyboard esc sampai tombol power hari ini muncul garis garis di bawah kira kira ini ganti lcd berapa ya kak,setuju,real
"keyboard aman sih kak, masih work semua
itu lcdnya IPS atau bukan kak?",keyboard aman sih kak masih work semua itu lcdnya ips atau bukan kak,setuju,real
Oke bang,oke bang,setuju,real
Oke,oke,setuju,real
"Okee,sebentr lagi saya ambil ya",okeesebentr lagi saya ambil ya,setuju,real
"Bg balek sye dri mall jk ye sye ambek nye,mau buat tugas lain dlu soal nya",bg balek sye dri mall jk ye sye ambek nyemau buat tugas lain dlu soal nya,setuju,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal pak",sya konsul dlu sama ortu ternyata gak dibolehin batal pak,batal,real
"Coba tanya temen dlu ya pak, mahal jg tnyata",coba tanya temen dlu ya pak mahal jg tnyata,batal,real
"Wah diluar budget pak, batal ya",wah diluar budget pak batal ya,batal,real
"Budget sya gak nyampe segitu pak, batal aja lah",budget sya gak nyampe segitu pak batal aja lah,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal kak",sya konsul dlu sama ortu ternyata gak dibolehin batal kak,batal,real
"Kemahalan e bang, sya coba tempat lain dulu",kemahalan e bang sya coba tempat lain dulu,batal,real
"Budget sya gak nyampe segitu bang, batal aja lah",budget sya gak nyampe segitu bang batal aja lah,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bang",sya konsul dlu sama ortu ternyata gak dibolehin batal bang,batal,real
"Budget sya gak nyampe segitu bg, batal aja lah",budget sya gak nyampe segitu bg batal aja lah,batal,real
"Coba tanya temen dlu ya bang, mahal jg tnyata",coba tanya temen dlu ya bang mahal jg tnyata,batal,real
"Coba tanya temen dlu ya bu, mahal jg tnyata",coba tanya temen dlu ya bu mahal jg tnyata,batal,real
"Mahal amat bu, kurangin dong",mahal amat bu kurangin dong,batal,real
"Waduh mahal ya bu, gak jadi dulu deh",waduh mahal ya bu gak jadi dulu deh,batal,real
"Kemahalan e bg, sya coba tempat lain dulu",kemahalan e bg sya coba tempat lain dulu,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bang",sya konsul dlu sama ortu ternyata gak dibolehin batal bang,batal,real
"Mahal amat kak, kurangin dong",mahal amat kak kurangin dong,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal kak",sya konsul dlu sama ortu ternyata gak dibolehin batal kak,batal,real
"Mahal amat bang, kurangin dong",mahal amat bang kurangin dong,batal,real
"Mahal amat bu, kurangin dong",mahal amat bu kurangin dong,batal,real
"Budget sya gak nyampe segitu bu, batal aja lah",budget sya gak nyampe segitu bu batal aja lah,batal,real
"Budget sya gak nyampe segitu bg, batal aja lah",budget sya gak nyampe segitu bg batal aja lah,batal,real
"Kemahalan e bu, sya coba tempat lain dulu",kemahalan e bu sya coba tempat lain dulu,batal,real
"Budget sya gak nyampe segitu bu, batal aja lah",budget sya gak nyampe segitu bu batal aja lah,batal,real
"Mahal amat bg, kurangin dong",mahal amat bg kurangin dong,batal,real
"Waduh mahal ya kak, gak jadi dulu deh",waduh mahal ya kak gak jadi dulu deh,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal pak",sya konsul dlu sama ortu ternyata gak dibolehin batal pak,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bu",sya konsul dlu sama ortu ternyata gak dibolehin batal bu,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bg",sya konsul dlu sama ortu ternyata gak dibolehin batal bg,batal,real
"Wah diluar budget kak, batal ya",wah diluar budget kak batal ya,batal,real
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bg",sya konsul dlu sama ortu ternyata gak dibolehin batal bg,batal,real
"Wah diluar budget pak, batal ya",wah diluar budget pak batal ya,batal,real
"Wah diluar budget pak, batal ya",wah diluar budget pak batal ya,batal,real
mahal sekali ya kak huhu,mahal sekali ya kak huhu,batal,real
oh berarti ndak jadi ganti baterai lah ye bang?,oh berarti ndak jadi ganti baterai lah ye bang,batal,real
"Berikut beberapa contoh kalimat obrolan WhatsApp pelanggan ke tempat servis komputer untuk kategori ""setuju"":",berikut beberapa contoh kalimat obrolan whatsapp pelanggan ke tempat servis komputer untuk kategori setuju,setuju,synthetic
Saya setuju bisa datang langsung ke tempat servis.,saya setuju bisa datang langsung ke tempat servis,setuju,synthetic
Sekarang saya sudah puas dengan servis yang diberikan.,sekarang saya sudah puas dengan servis yang diberikan,setuju,synthetic
Saya setuju dengan harga yang ditawarkan.,saya setuju dengan harga yang ditawarkan,setuju,synthetic
Saya sangat senang dengan hasil servis yang diterima.,saya sangat senang dengan hasil servis yang diterima,setuju,synthetic
Saya sudah memeriksa komputer setelah servis dan semuanya berjalan normal.,saya sudah memeriksa komputer setelah servis dan semuanya berjalan normal,setuju,synthetic
Saya setuju bahwa kualitas servis ini sangat baik.,saya setuju bahwa kualitas servis ini sangat baik,setuju,synthetic
Saya tidak perlu khawatir lagi dengan komputer saya.,saya tidak perlu khawatir lagi dengan komputer saya,setuju,synthetic
Saya puas dengan pelayanan yang diberikan oleh teknisi.,saya puas dengan pelayanan yang diberikan oleh teknisi,setuju,synthetic
Saya setuju bahwa harga ini sangat terjangkau.,saya setuju bahwa harga ini sangat terjangkau,setuju,synthetic
Saya rasa komputer saya lebih cepat dan stabil.,saya rasa komputer saya lebih cepat dan stabil,setuju,synthetic
Saya sangat senang dengan hasil servis yang diterima.,saya sangat senang dengan hasil servis yang diterima,setuju,synthetic
Saya setuju bahwa servis ini sangat profesional.,saya setuju bahwa servis ini sangat profesional,setuju,synthetic
Saya tidak perlu membeli komputer baru lagi.,saya tidak perlu membeli komputer baru lagi,setuju,synthetic
Saya sangat puas dengan servis yang diberikan.,saya sangat puas dengan servis yang diberikan,setuju,synthetic
Saya setuju bahwa tempat servis ini sangat membantu.,saya setuju bahwa tempat servis ini sangat membantu,setuju,synthetic
Saya merasa nyaman dengan pelayanan yang diberikan.,saya merasa nyaman dengan pelayanan yang diberikan,setuju,synthetic
Saya setuju bahwa harga ini sangat sesuai dengan kualitas servis.,saya setuju bahwa harga ini sangat sesuai dengan kualitas servis,setuju,synthetic
Saya rasa komputer saya lebih aman dari virus.,saya rasa komputer saya lebih aman dari virus,setuju,synthetic
Saya sangat senang dengan hasil servis yang diterima.,saya sangat senang dengan hasil servis yang diterima,setuju,synthetic
Saya setuju bahwa servis ini sangat cepat.,saya setuju bahwa servis ini sangat cepat,setuju,synthetic
Saya tidak perlu khawatir lagi dengan komputer saya.,saya tidak perlu khawatir lagi dengan komputer saya,setuju,synthetic
Saya sangat puas dengan pelayanan yang diberikan.,saya sangat puas dengan pelayanan yang diberikan,setuju,synthetic
Saya setuju bahwa tempat servis ini sangat ramah.,saya setuju bahwa tempat servis ini sangat ramah,setuju,synthetic
Saya merasa senang dengan hasil servis yang diterima.,saya merasa senang dengan hasil servis yang diterima,setuju,synthetic
Saya setuju bahwa kualitas servis ini sangat tinggi.,saya setuju bahwa kualitas servis ini sangat tinggi,setuju,synthetic
Saya rasa komputer saya lebih stabil dan cepat.,saya rasa komputer saya lebih stabil dan cepat,setuju,synthetic
Saya sangat senang dengan hasil servis yang diterima.,saya sangat senang dengan hasil servis yang diterima,setuju,synthetic
Saya setuju bahwa servis ini sangat membantu.,saya setuju bahwa servis ini sangat membantu,setuju,synthetic
Saya tidak perlu membeli komputer baru lagi.,saya tidak perlu membeli komputer baru lagi,setuju,synthetic
Saya sangat puas dengan servis yang diberikan.,saya sangat puas dengan servis yang diberikan,setuju,synthetic
Saya setuju bahwa harga ini sangat terjangkau.,saya setuju bahwa harga ini sangat terjangkau,setuju,synthetic
Saya merasa nyaman dengan pelayanan yang diberikan.,saya merasa nyaman dengan pelayanan yang diberikan,setuju,synthetic
Saya setuju bahwa tempat servis ini sangat profesional.,saya setuju bahwa tempat servis ini sangat profesional,setuju,synthetic
Saya sangat senang dengan hasil servis yang diterima.,saya sangat senang dengan hasil servis yang diterima,setuju,synthetic
Saya setuju bahwa kualitas servis ini sangat baik.,saya setuju bahwa kualitas servis ini sangat baik,setuju,synthetic
Saya rasa komputer saya lebih aman dari virus.,saya rasa komputer saya lebih aman dari virus,setuju,synthetic
Saya sangat puas dengan pelayanan yang diberikan.,saya sangat puas dengan pelayanan yang diberikan,setuju,synthetic
Saya setuju bahwa tempat servis ini sangat membantu.,saya setuju bahwa tempat servis ini sangat membantu,setuju,synthetic
Saya merasa senang dengan hasil servis yang diterima.,saya merasa senang dengan hasil servis yang diterima,setuju,synthetic
"Baiklah, silakan.",baiklah silakan,setuju,synthetic
Saya setuju dengan penawaran harga di atas.,saya setuju dengan penawaran harga di atas,setuju,synthetic
Saya puas dengan servis komputer di tempat ini.,saya puas dengan servis komputer di tempat ini,setuju,synthetic
Saya akan mereview positif di media sosial.,saya akan mereview positif di media sosial,setuju,synthetic
Komputer saya sudah bisa digunakan lagi.,komputer saya sudah bisa digunakan lagi,setuju,synthetic
Saya rasa harga ini cukup murah.,saya rasa harga ini cukup murah,setuju,synthetic
"Sampai jumpa lagi, saya akan kembali servis di sini.",sampai jumpa lagi saya akan kembali servis di sini,setuju,synthetic
Saya senang dengan kemajuan komputer saya.,saya senang dengan kemajuan komputer saya,setuju,synthetic
Komputer saya masih dalam kondisi baik.,komputer saya masih dalam kondisi baik,setuju,synthetic
Saya bisa membeli barang lain dengan budget yang disediakan.,saya bisa membeli barang lain dengan budget yang disediakan,setuju,synthetic
Saya sangat puas dengan servis di tempat ini.,saya sangat puas dengan servis di tempat ini,setuju,synthetic
Komputer saya sudah bisa dipakai dengan lancar.,komputer saya sudah bisa dipakai dengan lancar,setuju,synthetic
Saya rasa harga servis yang ditawarkan murah sekali.,saya rasa harga servis yang ditawarkan murah sekali,setuju,synthetic
Saya setuju dengan jadwal servis yang disediakan.,saya setuju dengan jadwal servis yang disediakan,setuju,synthetic
Saya senang dengan pelayanan yang diberikan.,saya senang dengan pelayanan yang diberikan,setuju,synthetic
Saya bisa kembali beraktivitas dengan normal.,saya bisa kembali beraktivitas dengan normal,setuju,synthetic
Saya rasa komputer saya sudah lebih cepat.,saya rasa komputer saya sudah lebih cepat,setuju,synthetic
Saya bisa menyesuaikan budget yang saya miliki.,saya bisa menyesuaikan budget yang saya miliki,setuju,synthetic
Saya sangat senang dengan servis di tempat ini.,saya sangat senang dengan servis di tempat ini,setuju,synthetic
Saya rasa waktu servis yang diberikan efektif.,saya rasa waktu servis yang diberikan efektif,setuju,synthetic
Saya bisa bertransaksi dengan aman.,saya bisa bertransaksi dengan aman,setuju,synthetic
Saya rasa pelayanan di tempat ini sangat baik.,saya rasa pelayanan di tempat ini sangat baik,setuju,synthetic
Saya bisa mempercayakan komputer saya di tempat ini.,saya bisa mempercayakan komputer saya di tempat ini,setuju,synthetic
Saya setuju dengan sistem pembayaran yang digunakan.,saya setuju dengan sistem pembayaran yang digunakan,setuju,synthetic
Saya sangat puas dengan servis komputer di sini.,saya sangat puas dengan servis komputer di sini,setuju,synthetic
Saya bisa mendapatkan barang yang saya butuhkan.,saya bisa mendapatkan barang yang saya butuhkan,setuju,synthetic
Saya rasa harga di tempat ini sangat kompetitif.,saya rasa harga di tempat ini sangat kompetitif,setuju,synthetic
Saya bisa kembali mendapatkan pelayanan yang baik.,saya bisa kembali mendapatkan pelayanan yang baik,setuju,synthetic
Saya rasa servis komputer di tempat ini sangat efektif.,saya rasa servis komputer di tempat ini sangat efektif,setuju,synthetic
Saya bisa membeli perangkat tambahan dengan harga yang murah.,saya bisa membeli perangkat tambahan dengan harga yang murah,setuju,synthetic
Saya setuju dengan kebijakan privasi yang diterapkan.,saya setuju dengan kebijakan privasi yang diterapkan,setuju,synthetic
Saya sangat senang dengan pelayanan di tempat ini.,saya sangat senang dengan pelayanan di tempat ini,setuju,synthetic
Saya bisa mendapatkan layanan yang cepat.,saya bisa mendapatkan layanan yang cepat,setuju,synthetic
Saya rasa harga di tempat ini sangat sesuai dengan kualitas servis.,saya rasa harga di tempat ini sangat sesuai dengan kualitas servis,setuju,synthetic
Saya bisa kembali servis komputer di tempat ini.,saya bisa kembali servis komputer di tempat ini,setuju,synthetic
Saya rasa servis di tempat ini sangat profesional.,saya rasa servis di tempat ini sangat profesional,setuju,synthetic
Saya bisa mempercayakan komputer saya di tempat ini.,saya bisa mempercayakan komputer saya di tempat ini,setuju,synthetic
