text,clean_text,intent,source
ohh instal laptop kmren brp ya bg,ohh instal laptop kmren brp ya bg,lainnya,main
"Besok saja bisa tidak bang, saya lagi ada urusan, jadi tidak bisa malam ini mengambilnya",besok saja bisa tidak bang saya lagi ada urusan jadi tidak bisa malam ini mengambilnya,lainnya,main
Saya mau cari yg 2 juta,saya mau cari yg juta,lainnya,main
Hallo bg maaf mau tanya laptop yg ini gimna ya? Udah selesai blm ya?,hallo bg maaf mau tanya laptop yg ini gimna ya udah selesai blm ya,lainnya,main
"Bang, kalau misal Nye maseh ngefreeze padahal dah di matikan Intel uhd ye gimane la bang i",bang kalau misal nye maseh ngefreeze padahal dah di matikan intel uhd ye gimane la bang i,lainnya,main
Sama casan lama tu dibalikkan kah?,sama casan lama tu dibalikkan kah,lainnya,main
Ok kpn jadinya,ok kpn jadinya,lainnya,main
Tak bisa kurang LG k,tak bisa kurang lg k,lainnya,main
Selamat siang bg izin bertanya apakah laptop yang harganya 2 juta masih ada,selamat siang bg izin bertanya apakah laptop yang harganya juta masih ada,lainnya,main
Kira–kira kapan bisa diambil bu?,kirakira kapan bisa diambil bu,lainnya,main
"Maaf bang mau tanya, laptop nya gimna ya bg?",maaf bang mau tanya laptop nya gimna ya bg,lainnya,main
bang kalau sama keyboard nya jadi 1 juta ya semua nya ?,bang kalau sama keyboard nya jadi juta ya semua nya,lainnya,main
Permisi bang,permisi bang,lainnya,main
tokooo tutup jam brpaa yaa minn,tokooo tutup jam brpaa yaa minn,lainnya,external
iya kak,iya kak,lainnya,main
Ok makasih,ok makasih,lainnya,main
Ohh iya makasih kak,ohh iya makasih kak,lainnya,main
Malam ini bisa gak kak,malam ini bisa gak kak,lainnya,main
nah klo mislny biar dia ga kepanasan tu gmn bg cara mencegahnya?,nah klo mislny biar dia ga kepanasan tu gmn bg cara mencegahnya,lainnya,main
Mau di jdikn harddisk keluar,mau di jdikn harddisk keluar,lainnya,main
bayarnya bisa transfer nda bang,bayarnya bisa transfer nda bang,lainnya,main
Cman d pencet gtu jk k bng,cman d pencet gtu jk k bng,lainnya,main
Jam 12an saya ambil ya,jam an saya ambil ya,lainnya,main
Baik. Bang,baik bang,lainnya,main
Nanti di ambil lagi hujan,nanti di ambil lagi hujan,lainnya,main
besok ye bang sya ambil,besok ye bang sya ambil,lainnya,main
nda ngelag kan bang,nda ngelag kan bang,lainnya,main
10 ke 11 kmren tu,ke kmren tu,lainnya,main
"halo kak, waktunya berapa hari ya kak kira kira?",halo kak waktunya berapa hari ya kak kira kira,lainnya,main
Bang,bang,lainnya,main
siang sy tnya org rmh dlu y,siang sy tnya org rmh dlu y,lainnya,main
file nya ga ilang kan bang?,file nya ga ilang kan bang,lainnya,main
Bang besok dah bisa di ambil engak? 🙏,bang besok dah bisa di ambil engak,lainnya,main
Udah yaa bg,udah yaa bg,lainnya,main
Bsok bsa ambil ya?,bsok bsa ambil ya,lainnya,main
Jam berape bise ddi ambek,jam berape bise ddi ambek,lainnya,main
Iya bng siap,iya bng siap,lainnya,main
Oh ok lh terimakasih ya Bg,oh ok lh terimakasih ya bg,lainnya,main
Kmren ga bisa di save,kmren ga bisa di save,lainnya,main
Bg apakah sudah bisa di ambil?,bg apakah sudah bisa di ambil,lainnya,main
Udah bise download ke bg,udah bise download ke bg,lainnya,main
Baik bang saya teruskan dulu k abg saya yaa,baik bang saya teruskan dulu k abg saya yaa,lainnya,main
saya benar2 nda ngerti soalnya sama windows 8,saya benar nda ngerti soalnya sama windows,lainnya,main
ok,ok,lainnya,main
kdg di kasur si bg,kdg di kasur si bg,lainnya,main
Bisa ga di aave,bisa ga di aave,lainnya,main
permisi bg,permisi bg,lainnya,main
itu ngaruh ke lcd bang?,itu ngaruh ke lcd bang,lainnya,main
ada biaya tambahan lg kah,ada biaya tambahan lg kah,lainnya,main
maaf kak kepencet,maaf kak kepencet,lainnya,main
abg buka nd yah hari ini saya antar leptop lgi,abg buka nd yah hari ini saya antar leptop lgi,lainnya,main
Pendaftaran nd salah tu name pdfnye,pendaftaran nd salah tu name pdfnye,lainnya,main
Klo gtu gmne la bg,klo gtu gmne la bg,lainnya,main
Bg bisa tf?,bg bisa tf,lainnya,main
die ad qr ny bg,die ad qr ny bg,lainnya,main
"Klo misalnya diperbaiki, budget nya sekitar berapa ya Bg",klo misalnya diperbaiki budget nya sekitar berapa ya bg,lainnya,main
"Duh, ternyata harga laptop baru gak beda jauh, gak jadi ya kak",duh ternyata harga laptop baru gak beda jauh gak jadi ya kak,lainnya,main
Bg,bg,lainnya,main
Saya mau ambil jam 3 an tapi kira kira masih buka ga ya bang?,saya mau ambil jam an tapi kira kira masih buka ga ya bang,lainnya,main
"Mungkin blm  bisa hari ini Sy kesana bg, soalnya masih di kampung",mungkin blm bisa hari ini sy kesana bg soalnya masih di kampung,lainnya,main
Garansi berapa lama?,garansi berapa lama,lainnya,main
buka sampai jam berapa bang,buka sampai jam berapa bang,lainnya,main
tutup jam berape tapinye bang soalnye kamek balek malam,tutup jam berape tapinye bang soalnye kamek balek malam,lainnya,main
bisa nego ga kk,bisa nego ga kk,lainnya,main
kalau masalah tambah ram nya itu berapa ya bang biaya nya ?,kalau masalah tambah ram nya itu berapa ya bang biaya nya,lainnya,main
"rabu udah bisa betul blm bang, soalnya saya mau uts sorenya pake laptop",rabu udah bisa betul blm bang soalnya saya mau uts sorenya pake laptop,lainnya,main
Ok bentar lagi saye kesana,ok bentar lagi saye kesana,lainnya,main
ini udh dg jasa matikan keyboard blm ya?,ini udh dg jasa matikan keyboard blm ya,lainnya,main
Ok,ok,lainnya,main
Klw blh tau jam brp ya tutup nya,klw blh tau jam brp ya tutup nya,lainnya,main
tes,tes,lainnya,main
Ade endk kabel nye jual,ade endk kabel nye jual,lainnya,main
ohh,ohh,lainnya,main
Ndk bng soalnye ndk ngerti lepaskan e gmne,ndk bng soalnye ndk ngerti lepaskan e gmne,lainnya,main
Ok bang,ok bang,lainnya,main
Duittnyaa,duittnyaa,lainnya,main
Di laptop saya gamau,di laptop saya gamau,lainnya,main
gabisa juga bang,gabisa juga bang,lainnya,main
Bang saya ambil hari minggu atau senin ya bang soal ny lagi ndk ada di ponti,bang saya ambil hari minggu atau senin ya bang soal ny lagi ndk ada di ponti,lainnya,main
"Bg, mo tanya laptop saya kira² selesai kapan ye?",bg mo tanya laptop saya kira selesai kapan ye,lainnya,main
Bg waktu itu kan reset leptop kate abg masih bise pulihkan,bg waktu itu kan reset leptop kate abg masih bise pulihkan,lainnya,main
Makasih bg🙏🏻,makasih bg,lainnya,main
min bisa instal spss?,min bisa instal spss,lainnya,main
min blm kah ini?,min blm kah ini,lainnya,main
ok bg,ok bg,lainnya,main
Kalau instal ulang nda hilangkan file’nye bg,kalau instal ulang nda hilangkan filenye bg,lainnya,main
saya kesana ya,saya kesana ya,lainnya,main
bntr ye bang maaf sy tnya ibu sy dlu🙏🏻,bntr ye bang maaf sy tnya ibu sy dlu,lainnya,main
Apa ya kira2 kendalanya bg,apa ya kira kendalanya bg,lainnya,main
iyaa bang konfirmasi lagi yaa,iyaa bang konfirmasi lagi yaa,lainnya,main
"Anda belum memiliki aplikasi myIM3 untuk mengaktifkan perlindungan Anti Spam dan Scam dari SATSPAM+. Harap mendownload aplikasi myIM3 untuk mengaktifkan layanan, tanpa biaya apapun.",anda belum memiliki aplikasi myim untuk mengaktifkan perlindungan anti spam dan scam dari satspam harap mendownload aplikasi myim untuk mengaktifkan layanan tanpa biaya apapun,lainnya,main
bagian mesinnya yang bermasalah apa ya bang?,bagian mesinnya yang bermasalah apa ya bang,lainnya,main
Ok tq besok sy ambil bang,ok tq besok sy ambil bang,lainnya,main
gapapa kh itu di hapus,gapapa kh itu di hapus,lainnya,main
nanti sore saya ambil laptop nya,nanti sore saya ambil laptop nya,lainnya,main
Oh iyalah jam 3 saya ambil..,oh iyalah jam saya ambil,lainnya,main
"Klo untuk cas kadang masuk kadang enggak itu gimana Bang, dr Laptopnya atau casannya yg rusak?",klo untuk cas kadang masuk kadang enggak itu gimana bang dr laptopnya atau casannya yg rusak,lainnya,main
sekarang di coba lgi gamau idup,sekarang di coba lgi gamau idup,lainnya,main
"jadi speker, mesin, keyboard yang di perbaiki ya bang ?",jadi speker mesin keyboard yang di perbaiki ya bang,lainnya,main
laptop udah k bang,laptop udah k bang,lainnya,main
"Alaa bang kenpa nda di bilang kemarin kalau nd bisa, ada beberapa file penting belum di pindah ke D, saya kira backup data semua bisa di pindah ke D🥲",alaa bang kenpa nda di bilang kemarin kalau nd bisa ada beberapa file penting belum di pindah ke d saya kira backup data semua bisa di pindah ke d,lainnya,main
Ok,ok,lainnya,main
Iya bang,iya bang,lainnya,main
bsk ijin sy wa ulang ya bg,bsk ijin sy wa ulang ya bg,lainnya,main
iya bang,iya bang,lainnya,main
Oke bg,oke bg,setuju,main
Okey bg,okey bg,setuju,main
Okey bg bntr lagi saya kesana,okey bg bntr lagi saya kesana,setuju,main
oke nnti saya bawa,oke nnti saya bawa,setuju,main
oke bg,oke bg,setuju,main
oke bg,oke bg,setuju,main
Oke bang,oke bang,setuju,main
Okeey min,okeey min,setuju,main
oalahh oke deh min,oalahh oke deh min,setuju,main
"🔄 *Pesan pengingat agar nomormu aman*

Pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi IM3. Informasi dan layanan isi ulang pulsa dapat diakses langsung lewat IM3 WhatsApp.

Klik *Isi Pulsa* untuk melanjutkan.",pesan pengingat agar nomormu aman pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi im informasi dan layanan isi ulang pulsa dapat diakses langsung lewat im whatsapp klik isi pulsa untuk melanjutkan,setuju,main
"🔄 *Pesan pengingat agar nomormu aman*

Pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi IM3. Informasi dan layanan isi ulang pulsa dapat diakses langsung lewat IM3 WhatsApp.

Klik *Isi Pulsa* untuk melanjutkan.",pesan pengingat agar nomormu aman pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi im informasi dan layanan isi ulang pulsa dapat diakses langsung lewat im whatsapp klik isi pulsa untuk melanjutkan,setuju,main
oke kak terimakasi,oke kak terimakasi,setuju,main
okey bang terimakasih,okey bang terimakasih,setuju,main
"oke kak, thankyou",oke kak thankyou,setuju,main
kalau boleh tau buka dri jam brp bg?,kalau boleh tau buka dri jam brp bg,setuju,main
Oke bg,oke bg,setuju,main
Sian harapan ke dah ratinye selaing ganti masen,sian harapan ke dah ratinye selaing ganti masen,setuju,main
Oke bang hari ni saya datang ke store,oke bang hari ni saya datang ke store,setuju,main
Oke bang ntar sore saya ke sana,oke bang ntar sore saya ke sana,setuju,main
okey kak,okey kak,setuju,main
oke min,oke min,setuju,main
Oke bang lanjut perbaiki,oke bang lanjut perbaiki,setuju,main
Ooo gitu oke lah bang,ooo gitu oke lah bang,setuju,main
"boleh bang di betulkan aja, prosesnya cepat ga ya kira’?",boleh bang di betulkan aja prosesnya cepat ga ya kira,setuju,main
okee bang,okee bang,setuju,main
oke bang,oke bang,setuju,main
oke,oke,setuju,main
Oke baik Laksanakan,oke baik laksanakan,setuju,main
Oh oke siap laksanakan.,oh oke siap laksanakan,setuju,main
Oke bang,oke bang,setuju,main
"Selamat malam bang maaf sblmnya menganggu, saya mau nanya nih kenapa ya smart gesture scroll 2 fingers d laptop saya jd nda berfungsi ya semenjak di install ulang kemarin, awalnya saya pikir karena laptop saya belum tersambung k internet makanya ada instalan ny blm selesai, tapi setelah kemarin tersambung k internet dan saya cb² lihat di laman pengaturan nya ttp nda bisa berfungsi itu kenapa ya?",selamat malam bang maaf sblmnya menganggu saya mau nanya nih kenapa ya smart gesture scroll fingers d laptop saya jd nda berfungsi ya semenjak di install ulang kemarin awalnya saya pikir karena laptop saya belum tersambung k internet makanya ada instalan ny blm selesai tapi setelah kemarin tersambung k internet dan saya cb lihat di laman pengaturan nya ttp nda bisa berfungsi itu kenapa ya,setuju,main
Oke bg,oke bg,setuju,main
Oke bang saya jemput ke sana,oke bang saya jemput ke sana,setuju,main
oke bg,oke bg,setuju,main
"Oke bang, baru mau dichat padahal",oke bang baru mau dichat padahal,setuju,main
Bedanya di ganti sama servis apa nya bang,bedanya di ganti sama servis apa nya bang,setuju,main
oke bentar ya bang tanya bapak dulu,oke bentar ya bang tanya bapak dulu,setuju,main
kalau ganti keyboard nya berapa bang ?,kalau ganti keyboard nya berapa bang,setuju,main
nanti yaa bang bapak belum on soal nya nanti kamek konfirmasi abang kalau ganti keyboard nya juga,nanti yaa bang bapak belum on soal nya nanti kamek konfirmasi abang kalau ganti keyboard nya juga,setuju,main
"yang bagian mesin sama speker nya saja dulu bang kalau gitu ga buru” sih bang, nanti tunggu bapak on kamek kabarin abang ya, jangan servis dulu gapapa bang siapa tau nanti bapak suruh ganti juga kebybord nya jadi ga sering bongkar pasang",yang bagian mesin sama speker nya saja dulu bang kalau gitu ga buru sih bang nanti tunggu bapak on kamek kabarin abang ya jangan servis dulu gapapa bang siapa tau nanti bapak suruh ganti juga kebybord nya jadi ga sering bongkar pasang,setuju,main
okey bang nanti kamek konfir masi abang ya,okey bang nanti kamek konfir masi abang ya,setuju,main
oke bang boleh bang ganti keyboard nya juga,oke bang boleh bang ganti keyboard nya juga,setuju,main
iya bang besok ngambil nya boleh kah tapi kalau nanti malam uang nya cepat di tf kamek ambil nanti malam bang,iya bang besok ngambil nya boleh kah tapi kalau nanti malam uang nya cepat di tf kamek ambil nanti malam bang,setuju,main
oke bang makasih,oke bang makasih,setuju,main
oke bang,oke bang,setuju,main
bang kamek ambil nya  boleh kah atau sore kamis karna posisi lagi di mempawah bang ambik data lapangan,bang kamek ambil nya boleh kah atau sore kamis karna posisi lagi di mempawah bang ambik data lapangan,setuju,main
oh boleh bang kalau gitu yang penting data nya ga ilang bang,oh boleh bang kalau gitu yang penting data nya ga ilang bang,setuju,main
okey bang maaf ya bang,okey bang maaf ya bang,setuju,main
okey bang besok buka kah bang ? soal nya malam ni kamek balik pnk bang,okey bang besok buka kah bang soal nya malam ni kamek balik pnk bang,setuju,main
okey bang maaf ya bang besok pasti kamek ambil bang,okey bang maaf ya bang besok pasti kamek ambil bang,setuju,main
oke bang,oke bang,setuju,main
okey bang,okey bang,setuju,main
Oke bag,oke bag,setuju,main
Okee bang,okee bang,setuju,main
iyaa boleh bang,iyaa boleh bang,setuju,main
oke sore ya kak,oke sore ya kak,setuju,main
Kalau ganti keyboard brapa kak,kalau ganti keyboard brapa kak,setuju,main
Kalau ganti keyboard lama gak,kalau ganti keyboard lama gak,setuju,main
Ganti ajalah kak sekalian,ganti ajalah kak sekalian,setuju,main
Okeee kk nnti saya ambil leptop nya,okeee kk nnti saya ambil leptop nya,setuju,main
boleh katanya bg,boleh katanya bg,setuju,main
ganti katanya bg,ganti katanya bg,setuju,main
okee,okee,setuju,main
brp total ganti nya bg,brp total ganti nya bg,setuju,main
oke gas bg,oke gas bg,setuju,main
yauda ganti dlu aja bg,yauda ganti dlu aja bg,setuju,main
ganti bg,ganti bg,setuju,main
okee,okee,setuju,main
"Siang, oke",siang oke,setuju,main
Ndk jadi ganti aja kak,ndk jadi ganti aja kak,setuju,main
Salah kak maksudnya jangan ganti,salah kak maksudnya jangan ganti,setuju,main
Makanya saya tidak ganti kak,makanya saya tidak ganti kak,setuju,main
Ganti ssd 128 gak kurang lagi.,ganti ssd gak kurang lagi,setuju,main
Oke bangg,oke bangg,setuju,main
okeii bg,okeii bg,setuju,main
oke bg saya bawa ke sana,oke bg saya bawa ke sana,setuju,main
laptonya udh boleh diambil kah bg,laptonya udh boleh diambil kah bg,setuju,main
soalny tiap saya tinggl bntr laptop tu tibe” blue screen trs file ny tu terapus yg udh saya kerjakan,soalny tiap saya tinggl bntr laptop tu tibe blue screen trs file ny tu terapus yg udh saya kerjakan,setuju,main
oke bg,oke bg,setuju,main
okei bg terimakasih ya,okei bg terimakasih ya,setuju,main
Oke Bg,oke bg,setuju,main
Oke bg malam ya,oke bg malam ya,setuju,main
iyaa okeey,iyaa okeey,setuju,main
Oke bg saye infokan ke ibu saye dlu ye,oke bg saye infokan ke ibu saye dlu ye,setuju,main
Boleh bg,boleh bg,setuju,main
Oke bg info jak nanti ye,oke bg info jak nanti ye,setuju,main
Oke bg,oke bg,setuju,main
Oh oke sebentar ya,oh oke sebentar ya,setuju,main
Oke,oke,setuju,main
okee bangg,okee bangg,setuju,main
"*Program Cegah Stroke*
Jangan sepelekan tekanan darah tinggi berulang lebih dari 130/90mmhg disertai dengan nyeri kepala (migrain berulang) maupun pusing berputar (vertigo) atau ngambang (vertigo central) bila disertai dengan riwayat pandangan gelap atau berkunang kunang atau kesemutan (neuropati) artinya aliran darah ke otak kurang lancar (vertebrobasilar artery sindrome) gejala awal stroke.
Terlebih ada riwayat gula darah tinggi >150mg/dl (diabetes), segera konsultasi. Biaya GRATIS/ Seikhlasnya.",program cegah stroke jangan sepelekan tekanan darah tinggi berulang lebih dari mmhg disertai dengan nyeri kepala migrain berulang maupun pusing berputar vertigo atau ngambang vertigo central bila disertai dengan riwayat pandangan gelap atau berkunang kunang atau kesemutan neuropati artinya aliran darah ke otak kurang lancar vertebrobasilar artery sindrome gejala awal stroke terlebih ada riwayat gula darah tinggi mgdl diabetes segera konsultasi biaya gratis seikhlasnya,setuju,main
"Total semua segitu ya, Boleh. Terimakasih",total semua segitu ya boleh terimakasih,setuju,main
Okeoke,okeoke,setuju,main
agak malaman ya bang sy ngambilnya,agak malaman ya bang sy ngambilnya,setuju,main
"Oke lh bg, tapi itu kira2 matot atau casnya bg yg bermasalah kira2",oke lh bg tapi itu kira matot atau casnya bg yg bermasalah kira,setuju,main
jadi ganti pasta aja,jadi ganti pasta aja,setuju,main
brpaan kira kira gantinya tu bg,brpaan kira kira gantinya tu bg,setuju,main
itu ssdnya upgrade atau ganti yg sama kak,itu ssdnya upgrade atau ganti yg sama kak,setuju,main
oke baik bg,oke baik bg,setuju,main
"okeyy bangg, makasihh banyakk",okeyy bangg makasihh banyakk,setuju,main
okeyy,okeyy,setuju,main
udh tipis tu ap nye ye bg yg tipis klo boleh tau,udh tipis tu ap nye ye bg yg tipis klo boleh tau,setuju,main
klo mau ganti frame berape ye bg,klo mau ganti frame berape ye bg,setuju,main
untuk layarnye aman nd bg? abang udh cobe hidupin belum?,untuk layarnye aman nd bg abang udh cobe hidupin belum,setuju,main
emm oke bg makasi bg,emm oke bg makasi bg,setuju,main
kenak harga brp bang kalo ganti frame depan belakang,kenak harga brp bang kalo ganti frame depan belakang,setuju,main
aman lcd nya kan bang,aman lcd nya kan bang,setuju,main
oke bg makasi mungkin mingdep saye ambek laptopnye bg,oke bg makasi mungkin mingdep saye ambek laptopnye bg,setuju,main
Ganti aja bang,ganti aja bang,setuju,main
okey bang,okey bang,setuju,main
oke ka jam 4/5 ya saya ambil,oke ka jam ya saya ambil,setuju,main
boleh bang,boleh bang,setuju,main
"Waalaikumsallam bg, kalau ganti hardisk apakah file’dilaptop nya hilang bg",waalaikumsallam bg kalau ganti hardisk apakah filedilaptop nya hilang bg,setuju,main
Okei bg saya tanya orng rumah dulu nnti saya kabari lagii,okei bg saya tanya orng rumah dulu nnti saya kabari lagii,setuju,main
Iya bolehh bg instal ulang aja,iya bolehh bg instal ulang aja,setuju,main
Diskon dikit boleh pak?,diskon dikit boleh pak,setuju,main
Laptop nya boleh diambil kapan kak?,laptop nya boleh diambil kapan kak,setuju,main
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,main
"Ok sip, lanjut ganti nya bu",ok sip lanjut ganti nya bu,setuju,main
Diskon dikit boleh bang?,diskon dikit boleh bang,setuju,main
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,main
"Oke pak, jadi diperbaiki",oke pak jadi diperbaiki,setuju,main
Laptop nya boleh diambil kapan bu?,laptop nya boleh diambil kapan bu,setuju,main
"Ok sip, lanjut ganti nya kak",ok sip lanjut ganti nya kak,setuju,main
Diskon dikit boleh bu?,diskon dikit boleh bu,setuju,main
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,main
Laptop nya boleh diambil kapan bg?,laptop nya boleh diambil kapan bg,setuju,main
"Oke pak, jadi diperbaiki",oke pak jadi diperbaiki,setuju,main
"Boleh, kapan bisa selesai bu",boleh kapan bisa selesai bu,setuju,main
Laptop nya boleh diambil kapan bu?,laptop nya boleh diambil kapan bu,setuju,main
Laptop nya boleh diambil kapan bang?,laptop nya boleh diambil kapan bang,setuju,main
Diskon dikit boleh bu?,diskon dikit boleh bu,setuju,main
Diskon dikit boleh kak?,diskon dikit boleh kak,setuju,main
Laptop nya boleh diambil kapan kak?,laptop nya boleh diambil kapan kak,setuju,main
Diskon dikit boleh kak?,diskon dikit boleh kak,setuju,main
"Oke kak, jadi diperbaiki",oke kak jadi diperbaiki,setuju,main
Diskon dikit boleh bu?,diskon dikit boleh bu,setuju,main
"Ok sip, lanjut ganti nya bu",ok sip lanjut ganti nya bu,setuju,main
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,main
Laptop nya boleh diambil kapan bg?,laptop nya boleh diambil kapan bg,setuju,main
Laptop nya boleh diambil kapan kak?,laptop nya boleh diambil kapan kak,setuju,main
Boleh di tf,boleh di tf,setuju,main
"siang kak, mau tanya ganti baterai laptop dell inspiron 5405 bs ga ya",siang kak mau tanya ganti baterai laptop dell inspiron bs ga ya,setuju,main
okeii boleh yaa kak,okeii boleh yaa kak,setuju,main
tolong sampe bisa nyaman aman sentosa yaa kak🙏🏻,tolong sampe bisa nyaman aman sentosa yaa kak,setuju,main
"okei kak, besok kalo udh selesai.
Kabarin aja yaa kak, Terima Kasih",okei kak besok kalo udh selesai kabarin aja yaa kak terima kasih,setuju,main
"okei kak, nanti saya ambil kesitu yaa",okei kak nanti saya ambil kesitu yaa,setuju,main
Oke bang,oke bang,setuju,main
okey kak,okey kak,setuju,main
"soalnya kmrn pan juga kosong di tokoh nya cuman dipesankan sm storenya, sy pernah ganti pan nya di store kk",soalnya kmrn pan juga kosong di tokoh nya cuman dipesankan sm storenya sy pernah ganti pan nya di store kk,setuju,main
okey kak infokan saja ya,okey kak infokan saja ya,setuju,main
okey kak,okey kak,setuju,main
soalnya mau ngasih tau ortu kan ini diperbaiki jg yg layar hitamnya kan yg ga bisa tampil dn  ga diganti lcd yg baru jadi biar tau apa aja gt yg di ganti,soalnya mau ngasih tau ortu kan ini diperbaiki jg yg layar hitamnya kan yg ga bisa tampil dn ga diganti lcd yg baru jadi biar tau apa aja gt yg di ganti,setuju,main
"ooh oke"" kak perbaiki saja ya disitu nanti kl udh selesai kabarin",ooh oke kak perbaiki saja ya disitu nanti kl udh selesai kabarin,setuju,main
okey kak infokn kl sudah selesai diperbaiki,okey kak infokn kl sudah selesai diperbaiki,setuju,main
oke bg nanti diambil,oke bg nanti diambil,setuju,main
Waalaikumsalam oke bang,waalaikumsalam oke bang,setuju,main
soalnya cuman buat tugas jaa bang,soalnya cuman buat tugas jaa bang,setuju,main
okee mksih bang harganya sama atau beda bang,okee mksih bang harganya sama atau beda bang,setuju,main
okee makasihhh banggg,okee makasihhh banggg,setuju,main
Oke bang,oke bang,setuju,main
Oke bang,oke bang,setuju,main
okes siap bang,okes siap bang,setuju,main
Waalaikumussalam oke bang,waalaikumussalam oke bang,setuju,main
Oke bang,oke bang,setuju,main
Okee maksh bang nnti saye ambil,okee maksh bang nnti saye ambil,setuju,main
Okee kak saya ambil di hari jumat ya kak,okee kak saya ambil di hari jumat ya kak,setuju,main
Okee kak makasih infonya,okee kak makasih infonya,setuju,main
"Okela bang
Nnti saye kesitu klw udh nd ujan",okela bang nnti saye kesitu klw udh nd ujan,setuju,main
"Okela bang nanti saya pikirkan dulu 
Klo laptopnya disiitu dulu ndk apa kan bang?",okela bang nanti saya pikirkan dulu klo laptopnya disiitu dulu ndk apa kan bang,setuju,main
Oke bang,oke bang,setuju,main
Oke bang,oke bang,setuju,main
"Okey bang, ntar sore sye ambill",okey bang ntar sore sye ambill,setuju,main
Okee bang,okee bang,setuju,main
oke bang diambil mlm ini aja,oke bang diambil mlm ini aja,setuju,main
Oke gpp mas,oke gpp mas,setuju,main
Oke gppa mas,oke gppa mas,setuju,main
Oke makasih mas,oke makasih mas,setuju,main
"Waalaikumsalam, Oke nanti saya ke sana",waalaikumsalam oke nanti saya ke sana,setuju,main
Oke boleh kak lnjutkan,oke boleh kak lnjutkan,setuju,main
Iya kak lanjutkan 🙏🏻,iya kak lanjutkan,setuju,main
Oke kak info jak,oke kak info jak,setuju,main
"oke bang, intinya dak ke tekan"" sendiri",oke bang intinya dak ke tekan sendiri,setuju,main
oke ka tar ya balik ngampus,oke ka tar ya balik ngampus,setuju,main
Okeee kak,okeee kak,setuju,main
Okee kak,okee kak,setuju,main
Okee bangg,okee bangg,setuju,main
Okee bg,okee bg,setuju,main
oke kk bsk yaa,oke kk bsk yaa,setuju,main
"oke bang, agak sore nanti ya bang soalnya lagi kegiatan di luar",oke bang agak sore nanti ya bang soalnya lagi kegiatan di luar,setuju,main
boleh bang,boleh bang,setuju,main
oke bang,oke bang,setuju,main
"oke bang, nanti sore saya kesana",oke bang nanti sore saya kesana,setuju,main
Kalo boleh tau bang kalo semisalnya bongkar biayanya berapa ya bng? Apakah nambah,kalo boleh tau bang kalo semisalnya bongkar biayanya berapa ya bng apakah nambah,setuju,main
Boleh bang,boleh bang,setuju,main
"Boleh kah saya ketempat Abg lagi mastikanya, soalnya ndk bisa hidup ni laptopnya",boleh kah saya ketempat abg lagi mastikanya soalnya ndk bisa hidup ni laptopnya,setuju,main
Kalo boleh tau apa masalah dalam labtob tu ya  bang? Lupa saya bng,kalo boleh tau apa masalah dalam labtob tu ya bang lupa saya bng,setuju,main
"Oke, besok pagi saya ambil",oke besok pagi saya ambil,setuju,main
Data aman kah min,data aman kah min,setuju,main
"Oke, Thankyou",oke thankyou,setuju,main
Oo gtu ya oke la bg..upgrade lagi aja la bg ke wd 11,oo gtu ya oke la bgupgrade lagi aja la bg ke wd,setuju,main
Oke la bg,oke la bg,setuju,main
Bg boleh liatkn di document nd bg?,bg boleh liatkn di document nd bg,setuju,main
Ha boleh nd kirim ke saye atau simpan ke data d bg ye,ha boleh nd kirim ke saye atau simpan ke data d bg ye,setuju,main
Okee makasii bg,okee makasii bg,setuju,main
Waalaikumussalam oke bang,waalaikumussalam oke bang,setuju,main
Okee bg,okee bg,setuju,main
Okelah bg,okelah bg,setuju,main
Okey bang,okey bang,setuju,main
Okey bang,okey bang,setuju,main
Okey bg,okey bg,setuju,main
Boleh krim norek nya nda,boleh krim norek nya nda,setuju,main
berarti harus di ganti keyboard ny dlu baru bisa di instal ulang kak,berarti harus di ganti keyboard ny dlu baru bisa di instal ulang kak,setuju,main
Oke sip bg terimakasih infonya,oke sip bg terimakasih infonya,setuju,main
aman kan bang?,aman kan bang,setuju,main
okeey,okeey,setuju,main
okeyy bang,okeyy bang,setuju,main
"maaf bang br lihat, kalo ganti hard disk aja gimana bang",maaf bang br lihat kalo ganti hard disk aja gimana bang,setuju,main
oke sep bang,oke sep bang,setuju,main
Ok lh bang.yg pnting aman,ok lh bangyg pnting aman,setuju,main
Udah aman semua yg lain tu bng,udah aman semua yg lain tu bng,setuju,main
"bang, kalau ganti batrai brp-an ya?",bang kalau ganti batrai brpan ya,setuju,main
Oke bang,oke bang,setuju,main
okee bang,okee bang,setuju,main
oke bang,oke bang,setuju,main
Oke bg,oke bg,setuju,main
Okei bg,okei bg,setuju,main
okeyy,okeyy,setuju,main
Oke bang,oke bang,setuju,main
Boleh bang,boleh bang,setuju,main
Oke bang,oke bang,setuju,main
Boleh video in endk bang,boleh video in endk bang,setuju,main
Oke bang besok saya ambil,oke bang besok saya ambil,setuju,main
Oke bang,oke bang,setuju,main
